,Film,Producer(s),Production Company(s),Winner,year,year_simple,Edition,Budget,Budget_converted_to_USD,Detail URL,Wiki URL
116,The Maltese Falcon,Hal B. Wallis,Warner Bros.,False,1941 [C]  (14th),1941,14,"$381,000 [ 1 ]",381000,http://oscars.yipitdata.com/films/The_Maltese_Falcon_(1941_film),http://en.wikipedia.org/wiki/The_Maltese_Falcon_(1941_film)
117,One Foot in Heaven,Hal B. Wallis,Warner Bros.,False,1941 [C]  (14th),1941,14,,0,http://oscars.yipitdata.com/films/One_Foot_in_Heaven,http://en.wikipedia.org/wiki/One_Foot_in_Heaven
118,Sergeant York,"Hal B. Wallis , Jesse L. Lasky",Warner Bros.,False,1941 [C]  (14th),1941,14,$1.4 million [ 1 ],1400000,http://oscars.yipitdata.com/films/Sergeant_York_(film),http://en.wikipedia.org/wiki/Sergeant_York_(film)
119,Suspicion,Alfred Hitchcock,RKO Radio,False,1941 [C]  (14th),1941,14,"$1,103,000 [ 1 ]",1103000,http://oscars.yipitdata.com/films/Suspicion_(1941_film),http://en.wikipedia.org/wiki/Suspicion_(1941_film)
120,Mrs. Miniver,Sidney Franklin,Metro-Goldwyn-Mayer,True,1942  (15th),1942,15,$1.34 million [ 2 ],1340000,http://oscars.yipitdata.com/films/Mrs._Miniver_(film),http://en.wikipedia.org/wiki/Mrs._Miniver_(film)
121,The Invaders,Michael Powell,"GFD, Columbia",False,1942  (15th),1942,15,"£ 132,000 (est.)",178200,http://oscars.yipitdata.com/films/49th_Parallel_(film),http://en.wikipedia.org/wiki/49th_Parallel_(film)
122,Kings Row,Hal B. Wallis,Warner Bros.,False,1942  (15th),1942,15,"$1,081,698 [ 1 ] [ 2 ]",1081698,http://oscars.yipitdata.com/films/Kings_Row,http://en.wikipedia.org/wiki/Kings_Row
123,The Magnificent Ambersons,Orson Welles,"Mercury, RKO Radio",False,1942  (15th),1942,15,$1.1 million [ 2 ] :71–72,1171000,http://oscars.yipitdata.com/films/The_Magnificent_Ambersons_(film),http://en.wikipedia.org/wiki/The_Magnificent_Ambersons_(film)
124,The Pied Piper,Nunnally Johnson,20th Century Fox,False,1942  (15th),1942,15,,0,http://oscars.yipitdata.com/films/The_Pied_Piper_(1942_film),http://en.wikipedia.org/wiki/The_Pied_Piper_(1942_film)
125,The Pride of the Yankees,Samuel Goldwyn,"Goldwyn, RKO Radio",False,1942  (15th),1942,15,,0,http://oscars.yipitdata.com/films/The_Pride_of_the_Yankees,http://en.wikipedia.org/wiki/The_Pride_of_the_Yankees
126,Random Harvest,Sidney Franklin,Metro-Goldwyn-Mayer,False,1942  (15th),1942,15,"$1,210,000 [ 1 ]",1210000,http://oscars.yipitdata.com/films/Random_Harvest_(film),http://en.wikipedia.org/wiki/Random_Harvest_(film)
127,The Talk of the Town,George Stevens,Columbia,False,1942  (15th),1942,15,$1 million [ 1 ],1000000,http://oscars.yipitdata.com/films/The_Talk_of_the_Town_(1942_film),http://en.wikipedia.org/wiki/The_Talk_of_the_Town_(1942_film)
128,Wake Island,Joseph Sistrom,Paramount,False,1942  (15th),1942,15,,0,http://oscars.yipitdata.com/films/Wake_Island_(1942_film),http://en.wikipedia.org/wiki/Wake_Island_(1942_film)
129,Yankee Doodle Dandy,"Jack L. Warner , Hal B. Wallis , William Cagney",Warner Bros.,False,1942  (15th),1942,15,,0,http://oscars.yipitdata.com/films/Yankee_Doodle_Dandy,http://en.wikipedia.org/wiki/Yankee_Doodle_Dandy
130,Casablanca,Hal B. Wallis,Warner Bros.,True,1943  (16th),1943,16,"$878,000 [ 3 ]",878000,http://oscars.yipitdata.com/films/Casablanca_(film),http://en.wikipedia.org/wiki/Casablanca_(film)
131,For Whom the Bell Tolls,Sam Wood,Paramount,False,1943  (16th),1943,16,,0,http://oscars.yipitdata.com/films/For_Whom_the_Bell_Tolls_(film),http://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film)
132,Heaven Can Wait,Ernst Lubitsch,20th Century Fox,False,1943  (16th),1943,16,"$1,115,000 [ 2 ]",1115000,http://oscars.yipitdata.com/films/Heaven_Can_Wait_(1943_film),http://en.wikipedia.org/wiki/Heaven_Can_Wait_(1943_film)
133,The Human Comedy,Clarence Brown,Metro-Goldwyn-Mayer,False,1943  (16th),1943,16,$1.0 million [ 1 ] [ 2 ],1000000,http://oscars.yipitdata.com/films/The_Human_Comedy_(film),http://en.wikipedia.org/wiki/The_Human_Comedy_(film)
134,In Which We Serve,Noël Coward,Two Cities Films,False,1943  (16th),1943,16,"£240,000 [ 1 ]",324000,http://oscars.yipitdata.com/films/In_Which_We_Serve,http://en.wikipedia.org/wiki/In_Which_We_Serve
135,Madame Curie,Sidney Franklin,Metro-Goldwyn-Mayer,False,1943  (16th),1943,16,"$1,938,000 [ 1 ]",1938000,http://oscars.yipitdata.com/films/Madame_Curie_(film),http://en.wikipedia.org/wiki/Madame_Curie_(film)
136,The More the Merrier,George Stevens,Columbia,False,1943  (16th),1943,16,"$878,000 [ 2 ]",878000,http://oscars.yipitdata.com/films/The_More_the_Merrier,http://en.wikipedia.org/wiki/The_More_the_Merrier
137,The Ox-Bow Incident,Lamar Trotti,20th Century Fox,False,1943  (16th),1943,16,"$565,000 [ 1 ]",565000,http://oscars.yipitdata.com/films/The_Ox-Bow_Incident,http://en.wikipedia.org/wiki/The_Ox-Bow_Incident
138,The Song of Bernadette,William Perlberg,20th Century Fox,False,1943  (16th),1943,16,$1.6 million [ 1 ],1600000,http://oscars.yipitdata.com/films/The_Song_of_Bernadette_(film),http://en.wikipedia.org/wiki/The_Song_of_Bernadette_(film)
139,Watch on the Rhine,Hal B. Wallis,Warner Bros.,False,1943  (16th),1943,16,,0,http://oscars.yipitdata.com/films/Watch_on_the_Rhine,http://en.wikipedia.org/wiki/Watch_on_the_Rhine
140,Going My Way,Leo McCarey,Paramount,True,1944 [D]  (17th),1944,17,,0,http://oscars.yipitdata.com/films/Going_My_Way,http://en.wikipedia.org/wiki/Going_My_Way
141,Double Indemnity,Joseph Sistrom,Paramount,False,1944 [D]  (17th),1944,17,"$980,000 [ 1 ]",980000,http://oscars.yipitdata.com/films/Double_Indemnity_(film),http://en.wikipedia.org/wiki/Double_Indemnity_(film)
142,Gaslight,"Arthur Hornblow, Jr.",Metro-Goldwyn-Mayer,False,1944 [D]  (17th),1944,17,"$2,068,000 [ 1 ]",2068000,http://oscars.yipitdata.com/films/Gaslight_(1944_film),http://en.wikipedia.org/wiki/Gaslight_(1944_film)
143,Since You Went Away,David O. Selznick,"Selznick International, United Artists",False,1944 [D]  (17th),1944,17,"$3,257,000 [ 2 ]",3257000,http://oscars.yipitdata.com/films/Since_You_Went_Away,http://en.wikipedia.org/wiki/Since_You_Went_Away
144,Wilson,Darryl F. Zanuck,20th Century Fox,False,1944 [D]  (17th),1944,17,"$2,995,000 [ 1 ]",2995000,http://oscars.yipitdata.com/films/Wilson_(film),http://en.wikipedia.org/wiki/Wilson_(film)
145,The Lost Weekend,Charles Brackett,Paramount,True,1945  (18th),1945,18,$1.25 million,1250000,http://oscars.yipitdata.com/films/The_Lost_Weekend_(film),http://en.wikipedia.org/wiki/The_Lost_Weekend_(film)
146,Anchors Aweigh,Joe Pasternak,Metro-Goldwyn-Mayer,False,1945  (18th),1945,18,"$2,580,000 [ 1 ]",2580000,http://oscars.yipitdata.com/films/Anchors_Aweigh_(film),http://en.wikipedia.org/wiki/Anchors_Aweigh_(film)
147,The Bells of St. Mary's,Leo McCarey,RKO Radio,False,1945  (18th),1945,18,,0,http://oscars.yipitdata.com/films/The_Bells_of_St._Mary%2527s,http://en.wikipedia.org/wiki/The_Bells_of_St._Mary%27s
148,Mildred Pierce,Jerry Wald,Warner Bros.,False,1945  (18th),1945,18,"$1,453,000",1453000,http://oscars.yipitdata.com/films/Mildred_Pierce_(film),http://en.wikipedia.org/wiki/Mildred_Pierce_(film)
149,Spellbound,David O. Selznick,"Selznick International, United Artists",False,1945  (18th),1945,18,US$1.5 million,1500000,http://oscars.yipitdata.com/films/Spellbound_(1945_film),http://en.wikipedia.org/wiki/Spellbound_(1945_film)
150,The Best Years of Our Lives,Samuel Goldwyn,RKO Radio,True,1946  (19th),1946,19,$2.1 million [ 1 ],2100000,http://oscars.yipitdata.com/films/The_Best_Years_of_Our_Lives,http://en.wikipedia.org/wiki/The_Best_Years_of_Our_Lives
151,Henry V,Laurence Olivier,Two Cities Films,False,1946  (19th),1946,19,"£475,708 (or $2 million) [ 2 ] [ 3 ]",642205,http://oscars.yipitdata.com/films/Henry_V_(1944_film),http://en.wikipedia.org/wiki/Henry_V_(1944_film)
152,It's a Wonderful Life,Frank Capra,RKO Radio,False,1946  (19th),1946,19,$3.18 million [ N 1 ],3180000,http://oscars.yipitdata.com/films/It%2527s_a_Wonderful_Life,http://en.wikipedia.org/wiki/It%27s_a_Wonderful_Life
153,The Razor's Edge,Darryl F. Zanuck,20th Century Fox,False,1946  (19th),1946,19,$1.2 million,1200000,http://oscars.yipitdata.com/films/The_Razor%2527s_Edge_(1946_film),http://en.wikipedia.org/wiki/The_Razor%27s_Edge_(1946_film)
154,The Yearling,Sidney Franklin,Metro-Goldwyn-Mayer,False,1946  (19th),1946,19,"$3,883,000 [ 1 ] [ 2 ]",3883000,http://oscars.yipitdata.com/films/The_Yearling_(film),http://en.wikipedia.org/wiki/The_Yearling_(film)
155,Gentleman's Agreement,Darryl F. Zanuck,20th Century Fox,True,1947  (20th),1947,20,"$1,985,000 [ 1 ]",1985000,http://oscars.yipitdata.com/films/Gentleman%2527s_Agreement,http://en.wikipedia.org/wiki/Gentleman%27s_Agreement
156,The Bishop's Wife,Samuel Goldwyn,RKO Radio,False,1947  (20th),1947,20,,0,http://oscars.yipitdata.com/films/The_Bishop%2527s_Wife,http://en.wikipedia.org/wiki/The_Bishop%27s_Wife
157,Crossfire,Adrian Scott,RKO Radio,False,1947  (20th),1947,20,"$678,000 [ 2 ]",678000,http://oscars.yipitdata.com/films/Crossfire_(film),http://en.wikipedia.org/wiki/Crossfire_(film)
158,Great Expectations,Ronald Neame,Cineguild,False,1947  (20th),1947,20,"₤375,000 [ 2 ]",506250,http://oscars.yipitdata.com/films/Great_Expectations_(1946_film),http://en.wikipedia.org/wiki/Great_Expectations_(1946_film)
159,Miracle on 34th Street,William Perlberg,20th Century Fox,False,1947  (20th),1947,20,"$630,000",630000,http://oscars.yipitdata.com/films/Miracle_on_34th_Street,http://en.wikipedia.org/wiki/Miracle_on_34th_Street
160,Hamlet,Laurence Olivier,Two Cities Films,True,1948  (21st),1948,21,"£527,530 [ 1 ]",712165,http://oscars.yipitdata.com/films/Hamlet_(1948_film),http://en.wikipedia.org/wiki/Hamlet_(1948_film)
161,Johnny Belinda,Jerry Wald,Warner Bros.,False,1948  (21st),1948,21,,0,http://oscars.yipitdata.com/films/Johnny_Belinda_(1948_film),http://en.wikipedia.org/wiki/Johnny_Belinda_(1948_film)
162,The Red Shoes,"Michael Powell , Emeric Pressburger","Independent Producers, The Archers",False,1948  (21st),1948,21,"£ 505,581 [ 1 ]",682534,http://oscars.yipitdata.com/films/The_Red_Shoes_(1948_film),http://en.wikipedia.org/wiki/The_Red_Shoes_(1948_film)
163,The Snake Pit,"Anatole Litvak , Robert Bassler",20th Century Fox,False,1948  (21st),1948,21,,0,http://oscars.yipitdata.com/films/The_Snake_Pit,http://en.wikipedia.org/wiki/The_Snake_Pit
164,The Treasure of the Sierra Madre,Henry Blanke,Warner Bros.,False,1948  (21st),1948,21,$3 million [ 1 ],3000000,http://oscars.yipitdata.com/films/The_Treasure_of_the_Sierra_Madre_(film),http://en.wikipedia.org/wiki/The_Treasure_of_the_Sierra_Madre_(film)
165,All the King's Men,Robert Rossen,"Rossen, Columbia",True,1949  (22nd),1949,22,,0,http://oscars.yipitdata.com/films/All_the_King%2527s_Men_(1949_film),http://en.wikipedia.org/wiki/All_the_King%27s_Men_(1949_film)
166,Battleground,Dore Schary,Metro-Goldwyn-Mayer,False,1949  (22nd),1949,22,"$1,631,000 [ 1 ] [ 2 ]",1631000,http://oscars.yipitdata.com/films/Battleground_(1949_film),http://en.wikipedia.org/wiki/Battleground_(1949_film)
167,The Heiress,William Wyler,Paramount,False,1949  (22nd),1949,22,$2.6 million,2600000,http://oscars.yipitdata.com/films/The_Heiress,http://en.wikipedia.org/wiki/The_Heiress
168,A Letter to Three Wives,Sol C. Siegel,20th Century Fox,False,1949  (22nd),1949,22,,0,http://oscars.yipitdata.com/films/A_Letter_to_Three_Wives,http://en.wikipedia.org/wiki/A_Letter_to_Three_Wives
169,Twelve O'Clock High,Darryl F. Zanuck,20th Century Fox,False,1949  (22nd),1949,22,,0,http://oscars.yipitdata.com/films/Twelve_O%2527Clock_High,http://en.wikipedia.org/wiki/Twelve_O%27Clock_High
170,All About Eve,Darryl F. Zanuck,20th Century Fox,True,1950  (23rd),1950,23,$1.4 million [ 2 ] [ 3 ],1400000,http://oscars.yipitdata.com/films/All_About_Eve,http://en.wikipedia.org/wiki/All_About_Eve
171,Born Yesterday,S. Sylvan Simon,Columbia,False,1950  (23rd),1950,23,,0,http://oscars.yipitdata.com/films/Born_Yesterday_(1950_film),http://en.wikipedia.org/wiki/Born_Yesterday_(1950_film)
172,Father of the Bride,Pandro S. Berman,Metro-Goldwyn-Mayer,False,1950  (23rd),1950,23,"$1,215,000 [ 1 ] [ 2 ]",1215000,http://oscars.yipitdata.com/films/Father_of_the_Bride_(1950_film),http://en.wikipedia.org/wiki/Father_of_the_Bride_(1950_film)
173,King Solomon's Mines,Sam Zimbalist,Metro-Goldwyn-Mayer,False,1950  (23rd),1950,23,"$2,258,000 [ 1 ]",2258000,http://oscars.yipitdata.com/films/King_Solomon%2527s_Mines_(1950_film),http://en.wikipedia.org/wiki/King_Solomon%27s_Mines_(1950_film)
174,Sunset Boulevard,Charles Brackett,Paramount,False,1950  (23rd),1950,23,$1.75 million,1750000,http://oscars.yipitdata.com/films/Sunset_Boulevard_(film),http://en.wikipedia.org/wiki/Sunset_Boulevard_(film)
175,An American in Paris,Arthur Freed,Metro-Goldwyn-Mayer,True,1951  (24th),1951,24,"$2,724,000 [ 1 ]",2724000,http://oscars.yipitdata.com/films/An_American_in_Paris_(film),http://en.wikipedia.org/wiki/An_American_in_Paris_(film)
176,Decision Before Dawn,"Anatole Litvak , Frank McCarthy",20th Century Fox,False,1951  (24th),1951,24,,0,http://oscars.yipitdata.com/films/Decision_Before_Dawn,http://en.wikipedia.org/wiki/Decision_Before_Dawn
177,A Place in the Sun,George Stevens,Paramount,False,1951  (24th),1951,24,"$2,295,304",2295304,http://oscars.yipitdata.com/films/A_Place_in_the_Sun_(film),http://en.wikipedia.org/wiki/A_Place_in_the_Sun_(film)
178,Quo Vadis,Sam Zimbalist,Metro-Goldwyn-Mayer,False,1951  (24th),1951,24,"$7,623,000 [ 1 ] [ 2 ]",7623000,http://oscars.yipitdata.com/films/Quo_Vadis_(1951_film),http://en.wikipedia.org/wiki/Quo_Vadis_(1951_film)
179,A Streetcar Named Desire,Charles K. Feldman,Warner Bros.,False,1951  (24th),1951,24,$1.8 million [ 1 ],1800000,http://oscars.yipitdata.com/films/A_Streetcar_Named_Desire_(1951_film),http://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(1951_film)
180,The Greatest Show on Earth,Cecil B. DeMille,Paramount,True,1952  (25th),1952,25,,0,http://oscars.yipitdata.com/films/The_Greatest_Show_on_Earth,http://en.wikipedia.org/wiki/The_Greatest_Show_on_Earth
181,High Noon,Stanley Kramer,United Artists,False,1952  (25th),1952,25,"$730,000 [ 1 ]",730000,http://oscars.yipitdata.com/films/High_Noon,http://en.wikipedia.org/wiki/High_Noon
182,Ivanhoe,Pandro S. Berman,Metro-Goldwyn-Mayer,False,1952  (25th),1952,25,"$3,842,000 [ 1 ]",3842000,http://oscars.yipitdata.com/films/Ivanhoe_(1952_film),http://en.wikipedia.org/wiki/Ivanhoe_(1952_film)
183,Moulin Rouge,"John Huston , John and James Woolf","United Artists, Romulus Films",False,1952  (25th),1952,25,"USD$ 1.5 million (approx. £967,785)",1500000,http://oscars.yipitdata.com/films/Moulin_Rouge_(1952_film),http://en.wikipedia.org/wiki/Moulin_Rouge_(1952_film)
184,The Quiet Man,"John Ford , Merian C. Cooper",Republic,False,1952  (25th),1952,25,$1.75 million,1750000,http://oscars.yipitdata.com/films/The_Quiet_Man,http://en.wikipedia.org/wiki/The_Quiet_Man
185,From Here to Eternity,Buddy Adler,Columbia,True,1953  (26th),1953,26,"$1,650,000",1650000,http://oscars.yipitdata.com/films/From_Here_to_Eternity,http://en.wikipedia.org/wiki/From_Here_to_Eternity
186,Julius Caesar,John Houseman,Metro-Goldwyn-Mayer,False,1953  (26th),1953,26,"$2,070,000 [ 1 ]",2070000,http://oscars.yipitdata.com/films/Julius_Caesar_(1953_film),http://en.wikipedia.org/wiki/Julius_Caesar_(1953_film)
187,The Robe,Frank Ross,20th Century Fox,False,1953  (26th),1953,26,$4.1 million [ 1 ],4099999,http://oscars.yipitdata.com/films/The_Robe_(film),http://en.wikipedia.org/wiki/The_Robe_(film)
188,Roman Holiday,William Wyler,Paramount,False,1953  (26th),1953,26,$1.5 million,1500000,http://oscars.yipitdata.com/films/Roman_Holiday,http://en.wikipedia.org/wiki/Roman_Holiday
189,Shane,George Stevens,Paramount,False,1953  (26th),1953,26,$3.1 million,3100000,http://oscars.yipitdata.com/films/Shane_(film),http://en.wikipedia.org/wiki/Shane_(film)
190,On the Waterfront,Sam Spiegel  [N],Columbia,True,1954  (27th),1954,27,"$910,000",910000,http://oscars.yipitdata.com/films/On_the_Waterfront,http://en.wikipedia.org/wiki/On_the_Waterfront
191,The Caine Mutiny,Stanley Kramer,Columbia,False,1954  (27th),1954,27,$2 million [ 1 ],2000000,http://oscars.yipitdata.com/films/The_Caine_Mutiny_(film),http://en.wikipedia.org/wiki/The_Caine_Mutiny_(film)
192,The Country Girl,William Perlberg,Paramount,False,1954  (27th),1954,27,,0,http://oscars.yipitdata.com/films/The_Country_Girl_(1954_film),http://en.wikipedia.org/wiki/The_Country_Girl_(1954_film)
193,Seven Brides for Seven Brothers,Jack Cummings,Metro-Goldwyn-Mayer,False,1954  (27th),1954,27,"$2,540,000 [ 1 ]",2540000,http://oscars.yipitdata.com/films/Seven_Brides_for_Seven_Brothers_(film),http://en.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers_(film)
194,Three Coins in the Fountain,Sol C. Siegel,20th Century Fox,False,1954  (27th),1954,27,$1.7 million [ 1 ],1700000,http://oscars.yipitdata.com/films/Three_Coins_in_the_Fountain_(1954_film),http://en.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(1954_film)
195,Marty,Harold Hecht,"United Artists, Steven Productions, Hecht-Lancaster Productions",True,1955  (28th),1955,28,"$350,000 [ 1 ] [ 2 ]",350000,http://oscars.yipitdata.com/films/Marty_(film),http://en.wikipedia.org/wiki/Marty_(film)
196,Love Is a Many-Splendored Thing,Buddy Adler,20th Century Fox,False,1955  (28th),1955,28,$1.78 million [ 1 ],1780000,http://oscars.yipitdata.com/films/Love_Is_a_Many-Splendored_Thing_(film),http://en.wikipedia.org/wiki/Love_Is_a_Many-Splendored_Thing_(film)
197,Mister Roberts,Leland Hayward,Warner Bros.,False,1955  (28th),1955,28,,0,http://oscars.yipitdata.com/films/Mister_Roberts_(1955_film),http://en.wikipedia.org/wiki/Mister_Roberts_(1955_film)
198,Picnic,Fred Kohlmar,Columbia,False,1955  (28th),1955,28,,0,http://oscars.yipitdata.com/films/Picnic_(1955_film),http://en.wikipedia.org/wiki/Picnic_(1955_film)
199,The Rose Tattoo,Hal B. Wallis,Paramount,False,1955  (28th),1955,28,,0,http://oscars.yipitdata.com/films/The_Rose_Tattoo_(film),http://en.wikipedia.org/wiki/The_Rose_Tattoo_(film)
200,Around the World in 80 Days,Michael Todd,"United Artists, Michael Todd Productions",True,1956  (29th),1956,29,$6 million [ 1 ] [ 2 ],6000000,http://oscars.yipitdata.com/films/Around_the_World_in_80_Days_(1956_film),http://en.wikipedia.org/wiki/Around_the_World_in_80_Days_(1956_film)
201,Friendly Persuasion,William Wyler,Allied Artists,False,1956  (29th),1956,29,$3 million [ 1 ] [ 2 ],3000000,http://oscars.yipitdata.com/films/Friendly_Persuasion_(1956_film),http://en.wikipedia.org/wiki/Friendly_Persuasion_(1956_film)
202,Giant,"George Stevens , Henry Ginsberg",Warner Bros.,False,1956  (29th),1956,29,$5.4 million [ 1 ],5400000,http://oscars.yipitdata.com/films/Giant_(1956_film),http://en.wikipedia.org/wiki/Giant_(1956_film)
203,The King and I,Charles Brackett,20th Century Fox,False,1956  (29th),1956,29,$4.55 million [ 2 ],4550000,http://oscars.yipitdata.com/films/The_King_and_I_(1956_film),http://en.wikipedia.org/wiki/The_King_and_I_(1956_film)
204,The Ten Commandments,Cecil B. DeMille,Paramount,False,1956  (29th),1956,29,$13 million [ 2 ],13000000,http://oscars.yipitdata.com/films/The_Ten_Commandments_(1956_film),http://en.wikipedia.org/wiki/The_Ten_Commandments_(1956_film)
205,The Bridge on the River Kwai,Sam Spiegel,"Columbia, Horizon Pictures",True,1957  (30th),1957,30,$2.8 million [ 2 ],2800000,http://oscars.yipitdata.com/films/The_Bridge_on_the_River_Kwai,http://en.wikipedia.org/wiki/The_Bridge_on_the_River_Kwai
206,12 Angry Men,"Henry Fonda , Reginald Rose",United Artists,False,1957  (30th),1957,30,"$340,000 [ 1 ] [ 2 ]",340000,http://oscars.yipitdata.com/films/12_Angry_Men_(1957_film),http://en.wikipedia.org/wiki/12_Angry_Men_(1957_film)
207,Peyton Place,Jerry Wald,20th Century Fox,False,1957  (30th),1957,30,$2.2 million [ 1 ] or $1.8 million [ 2 ],2200000,http://oscars.yipitdata.com/films/Peyton_Place_(film),http://en.wikipedia.org/wiki/Peyton_Place_(film)
208,Sayonara,William Goetz,Warner Bros.,False,1957  (30th),1957,30,,0,http://oscars.yipitdata.com/films/Sayonara,http://en.wikipedia.org/wiki/Sayonara
209,Witness for the Prosecution,"Arthur Hornblow, Jr.",United Artists,False,1957  (30th),1957,30,$3 million,3000000,http://oscars.yipitdata.com/films/Witness_for_the_Prosecution_(1957_film),http://en.wikipedia.org/wiki/Witness_for_the_Prosecution_(1957_film)
210,Gigi,Arthur Freed,Metro-Goldwyn-Mayer,True,1958  (31st),1958,31,"$3,319,355 [ 2 ] [ 3 ]",3319355,http://oscars.yipitdata.com/films/Gigi_(1958_film),http://en.wikipedia.org/wiki/Gigi_(1958_film)
211,Auntie Mame,Jack L. Warner,Warner Bros.,False,1958  (31st),1958,31,,0,http://oscars.yipitdata.com/films/Auntie_Mame_(film),http://en.wikipedia.org/wiki/Auntie_Mame_(film)
212,Cat on a Hot Tin Roof,Lawrence Weingarten,Metro-Goldwyn-Mayer,False,1958  (31st),1958,31,"$2,345,000 [ 1 ]",2345000,http://oscars.yipitdata.com/films/Cat_on_a_Hot_Tin_Roof_(film),http://en.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(film)
213,The Defiant Ones,Stanley Kramer,"Kramer, United Artists",False,1958  (31st),1958,31,"$778,000 [ 1 ]",778000,http://oscars.yipitdata.com/films/The_Defiant_Ones,http://en.wikipedia.org/wiki/The_Defiant_Ones
214,Separate Tables,Harold Hecht,United Artists,False,1958  (31st),1958,31,,0,http://oscars.yipitdata.com/films/Separate_Tables_(film),http://en.wikipedia.org/wiki/Separate_Tables_(film)
215,Ben-Hur,Sam Zimbalist,Metro-Goldwyn-Mayer,True,1959  (32nd),1959,32,$15.2 million [ 3 ] [ 4 ],15200000,http://oscars.yipitdata.com/films/Ben-Hur_(1959_film),http://en.wikipedia.org/wiki/Ben-Hur_(1959_film)
216,Anatomy of a Murder,Otto Preminger,Columbia,False,1959  (32nd),1959,32,,0,http://oscars.yipitdata.com/films/Anatomy_of_a_Murder,http://en.wikipedia.org/wiki/Anatomy_of_a_Murder
217,The Diary of Anne Frank,George Stevens,20th Century Fox,False,1959  (32nd),1959,32,$3.8 million [ 1 ],3800000,http://oscars.yipitdata.com/films/The_Diary_of_Anne_Frank_(1959_film),http://en.wikipedia.org/wiki/The_Diary_of_Anne_Frank_(1959_film)
218,The Nun's Story,Henry Blanke,Warner Bros.,False,1959  (32nd),1959,32,$3.5 million [ 1 ],3500000,http://oscars.yipitdata.com/films/The_Nun%2527s_Story_(film),http://en.wikipedia.org/wiki/The_Nun%27s_Story_(film)
219,Room at the Top,John and James Woolf,Remus Films,False,1959  (32nd),1959,32,"£280,000 [ 1 ]",378000,http://oscars.yipitdata.com/films/Room_at_the_Top_(1959_film),http://en.wikipedia.org/wiki/Room_at_the_Top_(1959_film)
220,The Apartment,Billy Wilder,"United Artists, The Mirisch Company",True,1960  (33rd),1960,33,$3 million,3000000,http://oscars.yipitdata.com/films/The_Apartment,http://en.wikipedia.org/wiki/The_Apartment
221,The Alamo,John Wayne,"United Artists, Batjac Productions",False,1960  (33rd),1960,33,$12 million est. [ 1 ],12000000,http://oscars.yipitdata.com/films/The_Alamo_(1960_film),http://en.wikipedia.org/wiki/The_Alamo_(1960_film)
222,Elmer Gantry,Bernard Smith,United Artists,False,1960  (33rd),1960,33,$3 million,3000000,http://oscars.yipitdata.com/films/Elmer_Gantry_(film),http://en.wikipedia.org/wiki/Elmer_Gantry_(film)
223,Sons and Lovers,Jerry Wald,20th Century Fox,False,1960  (33rd),1960,33,"$805,000 [ 1 ]",805000,http://oscars.yipitdata.com/films/Sons_and_Lovers_(1960_film),http://en.wikipedia.org/wiki/Sons_and_Lovers_(1960_film)
224,The Sundowners,Fred Zinnemann,Warner Bros.,False,1960  (33rd),1960,33,,0,http://oscars.yipitdata.com/films/The_Sundowners,http://en.wikipedia.org/wiki/The_Sundowners
225,West Side Story,Robert Wise,United Artists,True,1961  (34th),1961,34,$6 million,6000000,http://oscars.yipitdata.com/films/West_Side_Story_(film),http://en.wikipedia.org/wiki/West_Side_Story_(film)
226,Fanny,Joshua Logan,Warner Bros.,False,1961  (34th),1961,34,,0,http://oscars.yipitdata.com/films/Fanny_(1961_film),http://en.wikipedia.org/wiki/Fanny_(1961_film)
227,The Guns of Navarone,Carl Foreman,Columbia,False,1961  (34th),1961,34,$6 million,6000000,http://oscars.yipitdata.com/films/The_Guns_of_Navarone_(film),http://en.wikipedia.org/wiki/The_Guns_of_Navarone_(film)
228,The Hustler,Robert Rossen,20th Century Fox,False,1961  (34th),1961,34,"$2,125,000 [ 1 ]",2125000,http://oscars.yipitdata.com/films/The_Hustler_(film),http://en.wikipedia.org/wiki/The_Hustler_(film)
229,Judgment at Nuremberg,Stanley Kramer,United Artists,False,1961  (34th),1961,34,$3 million [ 1 ],3000000,http://oscars.yipitdata.com/films/Judgment_at_Nuremberg,http://en.wikipedia.org/wiki/Judgment_at_Nuremberg
230,Lawrence of Arabia,Sam Spiegel,Columbia,True,1962 [E]  (35th),1962,35,$15 million [ 3 ],15000000,http://oscars.yipitdata.com/films/Lawrence_of_Arabia_(film),http://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film)
231,The Longest Day,Darryl F. Zanuck,20th Century Fox,False,1962 [E]  (35th),1962,35,$7.75 million [ 1 ],7750000,http://oscars.yipitdata.com/films/The_Longest_Day_(film),http://en.wikipedia.org/wiki/The_Longest_Day_(film)
232,The Music Man,Morton DaCosta,Warner Bros.,False,1962 [E]  (35th),1962,35,,0,http://oscars.yipitdata.com/films/The_Music_Man_(1962_film),http://en.wikipedia.org/wiki/The_Music_Man_(1962_film)
